{'episode': 171, 'reward': 1168.2000000000003, 'avg_reward': np.float64(448.51800000000003), 'epsilon': np.float64(0.44933619636126143), 'max_position': 197, 'steps': 301}
{'episode': 172, 'reward': 1145.8000000000002, 'avg_reward': np.float64(457.664), 'epsilon': np.float64(0.44832250101655496), 'max_position': 197, 'steps': 231}
{'episode': 173, 'reward': 123.80000000000014, 'avg_reward': np.float64(456.56600000000003), 'epsilon': np.float64(0.4461319970806419), 'max_position': 164, 'steps': 501}
{'episode': 174, 'reward': 238.1999999999997, 'avg_reward': np.float64(456.782), 'epsilon': np.float64(0.44395244012436624), 'max_position': 70, 'steps': 501}
{'episode': 175, 'reward': 251.0999999999997, 'avg_reward': np.float64(456.897), 'epsilon': np.float64(0.44178377544051606), 'max_position': 70, 'steps': 501}
{'episode': 176, 'reward': 1171.1000000000004, 'avg_reward': np.float64(466.11999999999995), 'epsilon': np.float64(0.4405463325848905), 'max_position': 197, 'steps': 287}
{'episode': 177, 'reward': 1224.3000000000002, 'avg_reward': np.float64(475.9829999999999), 'epsilon': np.float64(0.43866037688646053), 'max_position': 197, 'steps': 439}
{'episode': 178, 'reward': 262.7, 'avg_reward': np.float64(478.23199999999997), 'epsilon': np.float64(0.43651815913454933), 'max_position': 154, 'steps': 501}
{'episode': 179, 'reward': 1248.3000000000002, 'avg_reward': np.float64(489.101), 'epsilon': np.float64(0.43443333215228624), 'max_position': 197, 'steps': 490}
{'episode': 180, 'reward': 1214.6000000000004, 'avg_reward': np.float64(498.88699999999994), 'epsilon': np.float64(0.4327558996653555), 'max_position': 198, 'steps': 396}
{'episode': 181, 'reward': 244.39999999999964, 'avg_reward': np.float64(499.05199999999996), 'epsilon': np.float64(0.43064318936643237), 'max_position': 70, 'steps': 501}
{'episode': 182, 'reward': 1163.6000000000004, 'avg_reward': np.float64(508.284), 'epsilon': np.float64(0.4295089846205792), 'max_position': 197, 'steps': 270}
{'episode': 183, 'reward': 244.59999999999965, 'avg_reward': np.float64(508.469), 'epsilon': np.float64(0.42741250068504977), 'max_position': 70, 'steps': 501}
{'episode': 184, 'reward': 209.59999999999974, 'avg_reward': np.float64(508.301), 'epsilon': np.float64(0.42532649386694354), 'max_position': 72, 'steps': 501}
{'episode': 185, 'reward': 1157.6000000000004, 'avg_reward': np.float64(517.683), 'epsilon': np.float64(0.42423562031558204), 'max_position': 198, 'steps': 263}
{'episode': 186, 'reward': 212.29999999999973, 'avg_reward': np.float64(517.585), 'epsilon': np.float64(0.42216548986461894), 'max_position': 89, 'steps': 501}
{'episode': 187, 'reward': 224.69999999999987, 'avg_reward': np.float64(507.727), 'epsilon': np.float64(0.4201057048303072), 'max_position': 70, 'steps': 501}
{'episode': 188, 'reward': 262.3999999999999, 'avg_reward': np.float64(507.94199999999995), 'epsilon': np.float64(0.4180562135117284), 'max_position': 155, 'steps': 501}
{'episode': 189, 'reward': 236.19999999999982, 'avg_reward': np.float64(498.4099999999999), 'epsilon': np.float64(0.41601696446633774), 'max_position': 156, 'steps': 501}
{'episode': 190, 'reward': 180.80000000000032, 'avg_reward': np.float64(497.81199999999995), 'epsilon': np.float64(0.4139879065086734), 'max_position': 196, 'steps': 501}
{'episode': 191, 'reward': 60.00000000000006, 'avg_reward': np.float64(495.94599999999997), 'epsilon': np.float64(0.41196898870907106), 'max_position': 73, 'steps': 501}
{'episode': 192, 'reward': 188.90000000000003, 'avg_reward': np.float64(495.276), 'epsilon': np.float64(0.4099601603923861), 'max_position': 150, 'steps': 501}
{'episode': 193, 'reward': 244.99999999999977, 'avg_reward': np.float64(497.156), 'epsilon': np.float64(0.40796137113672143), 'max_position': 71, 'steps': 501}
{'episode': 194, 'reward': 240.29999999999984, 'avg_reward': np.float64(497.154), 'epsilon': np.float64(0.405972570772162), 'max_position': 71, 'steps': 501}
{'episode': 195, 'reward': 246.00000000000037, 'avg_reward': np.float64(497.0), 'epsilon': np.float64(0.4039937093795152), 'max_position': 194, 'steps': 501}
{'episode': 196, 'reward': 235.99999999999991, 'avg_reward': np.float64(487.60599999999994), 'epsilon': np.float64(0.4020247372890584), 'max_position': 70, 'steps': 501}
{'episode': 197, 'reward': 52.39999999999999, 'avg_reward': np.float64(485.75700000000006), 'epsilon': np.float64(0.4000656050792918), 'max_position': 91, 'steps': 501}
{'episode': 198, 'reward': 242.49999999999963, 'avg_reward': np.float64(476.3499999999999), 'epsilon': np.float64(0.3981162635756983), 'max_position': 71, 'steps': 501}
{'episode': 199, 'reward': 223.59999999999982, 'avg_reward': np.float64(476.716), 'epsilon': np.float64(0.39617666384950867), 'max_position': 89, 'steps': 501}
{'episode': 200, 'reward': 253.39999999999978, 'avg_reward': np.float64(478.5569999999999), 'epsilon': np.float64(0.3942467572164741), 'max_position': 70, 'steps': 501}
{'episode': 201, 'reward': 240.79999999999976, 'avg_reward': np.float64(478.472), 'epsilon': np.float64(0.3923264952356439), 'max_position': 70, 'steps': 501}
{'episode': 202, 'reward': 1197.4000000000003, 'avg_reward': np.float64(488.06200000000007), 'epsilon': np.float64(0.3907088627002483), 'max_position': 197, 'steps': 424}
{'episode': 203, 'reward': 119.80000000000045, 'avg_reward': np.float64(486.867), 'epsilon': np.float64(0.38880628124424776), 'max_position': 131, 'steps': 501}
{'episode': 204, 'reward': 250.49999999999972, 'avg_reward': np.float64(486.94300000000004), 'epsilon': np.float64(0.3869132078836749), 'max_position': 71, 'steps': 501}
{'episode': 205, 'reward': 243.19999999999965, 'avg_reward': np.float64(486.9889999999999), 'epsilon': np.float64(0.3850295951020996), 'max_position': 71, 'steps': 501}
{'episode': 206, 'reward': 233.79999999999976, 'avg_reward': np.float64(486.931), 'epsilon': np.float64(0.38315539562055395), 'max_position': 70, 'steps': 501}
{'episode': 207, 'reward': 238.2999999999997, 'avg_reward': np.float64(486.983), 'epsilon': np.float64(0.381290562396345), 'max_position': 70, 'steps': 501}
{'episode': 208, 'reward': 241.39999999999966, 'avg_reward': np.float64(487.564), 'epsilon': np.float64(0.3794350486218745), 'max_position': 71, 'steps': 501}
{'episode': 209, 'reward': 230.89999999999986, 'avg_reward': np.float64(487.5060000000001), 'epsilon': np.float64(0.3775888077234638), 'max_position': 70, 'steps': 501}
{'episode': 210, 'reward': 246.69999999999976, 'avg_reward': np.float64(478.212), 'epsilon': np.float64(0.3757517933601846), 'max_position': 71, 'steps': 501}
{'episode': 211, 'reward': 242.89999999999972, 'avg_reward': np.float64(478.954), 'epsilon': np.float64(0.3739239594226964), 'max_position': 70, 'steps': 501}
{'episode': 212, 'reward': 238.4999999999997, 'avg_reward': np.float64(480.94), 'epsilon': np.float64(0.37210526003208866), 'max_position': 70, 'steps': 501}
{'episode': 213, 'reward': 256.8999999999999, 'avg_reward': np.float64(471.92299999999994), 'epsilon': np.float64(0.37029564953872923), 'max_position': 154, 'steps': 501}
{'episode': 214, 'reward': 245.19999999999982, 'avg_reward': np.float64(472.00299999999993), 'epsilon': np.float64(0.36849508252111873), 'max_position': 71, 'steps': 501}
{'episode': 215, 'reward': 135.00000000000023, 'avg_reward': np.float64(470.93899999999996), 'epsilon': np.float64(0.3667035137847506), 'max_position': 130, 'steps': 501}
{'episode': 216, 'reward': 237.19999999999973, 'avg_reward': np.float64(470.80899999999997), 'epsilon': np.float64(0.36492089836097596), 'max_position': 70, 'steps': 501}
{'episode': 217, 'reward': 182.5000000000001, 'avg_reward': np.float64(460.8679999999999), 'epsilon': np.float64(0.3631471915058763), 'max_position': 70, 'steps': 501}
{'episode': 218, 'reward': 199.0000000000003, 'avg_reward': np.float64(460.4939999999999), 'epsilon': np.float64(0.36138234869913877), 'max_position': 185, 'steps': 501}
{'episode': 219, 'reward': 180.4000000000002, 'avg_reward': np.float64(450.77799999999996), 'epsilon': np.float64(0.35962632564293984), 'max_position': 70, 'steps': 501}
{'episode': 220, 'reward': 145.70000000000022, 'avg_reward': np.float64(449.8549999999999), 'epsilon': np.float64(0.3578790782608331), 'max_position': 130, 'steps': 501}
{'episode': 221, 'reward': 197.90000000000012, 'avg_reward': np.float64(449.426), 'epsilon': np.float64(0.3561405626966426), 'max_position': 71, 'steps': 501}
{'episode': 222, 'reward': 201.09999999999994, 'avg_reward': np.float64(449.12199999999996), 'epsilon': np.float64(0.35441073531336265), 'max_position': 70, 'steps': 501}
{'episode': 223, 'reward': 249.5999999999998, 'avg_reward': np.float64(449.2199999999999), 'epsilon': np.float64(0.35268955269206226), 'max_position': 70, 'steps': 501}
{'episode': 224, 'reward': 240.30000000000024, 'avg_reward': np.float64(449.115), 'epsilon': np.float64(0.350976971630795), 'max_position': 88, 'steps': 501}
{'episode': 225, 'reward': 218.2999999999999, 'avg_reward': np.float64(448.77200000000005), 'epsilon': np.float64(0.3492729491435151), 'max_position': 71, 'steps': 501}
{'episode': 226, 'reward': 248.8000000000001, 'avg_reward': np.float64(449.3860000000001), 'epsilon': np.float64(0.3475774424589983), 'max_position': 88, 'steps': 501}
{'episode': 227, 'reward': 181.5000000000002, 'avg_reward': np.float64(448.7840000000001), 'epsilon': np.float64(0.34589040901976814), 'max_position': 90, 'steps': 501}
{'episode': 228, 'reward': 226.89999999999992, 'avg_reward': np.float64(439.654), 'epsilon': np.float64(0.3442118064810281), 'max_position': 70, 'steps': 501}
{'episode': 229, 'reward': 99.60000000000035, 'avg_reward': np.float64(429.03600000000006), 'epsilon': np.float64(0.34254159270959855), 'max_position': 61, 'steps': 501}
{'episode': 230, 'reward': 94.20000000000029, 'avg_reward': np.float64(427.47), 'epsilon': np.float64(0.34087972578285897), 'max_position': 56, 'steps': 501}
{'episode': 231, 'reward': 137.1000000000003, 'avg_reward': np.float64(417.404), 'epsilon': np.float64(0.3392261639876962), 'max_position': 57, 'steps': 501}
{'episode': 232, 'reward': 143.80000000000032, 'avg_reward': np.float64(416.43299999999994), 'epsilon': np.float64(0.3375808658194569), 'max_position': 65, 'steps': 501}
{'episode': 233, 'reward': 157.60000000000016, 'avg_reward': np.float64(416.10599999999994), 'epsilon': np.float64(0.3359437899809061), 'max_position': 133, 'steps': 501}
{'episode': 234, 'reward': 159.60000000000014, 'avg_reward': np.float64(405.95599999999996), 'epsilon': np.float64(0.33431489538119075), 'max_position': 58, 'steps': 501}
{'episode': 235, 'reward': 116.90000000000032, 'avg_reward': np.float64(404.45700000000005), 'epsilon': np.float64(0.3326941411348079), 'max_position': 70, 'steps': 501}
{'episode': 236, 'reward': 167.99999999999974, 'avg_reward': np.float64(403.73400000000004), 'epsilon': np.float64(0.33108148656057884), 'max_position': 56, 'steps': 501}
{'episode': 237, 'reward': 136.2000000000003, 'avg_reward': np.float64(393.5539999999999), 'epsilon': np.float64(0.32947689118062773), 'max_position': 88, 'steps': 501}
{'episode': 238, 'reward': 201.70000000000024, 'avg_reward': np.float64(393.0419999999999), 'epsilon': np.float64(0.3278803147193659), 'max_position': 89, 'steps': 501}
{'episode': 239, 'reward': 146.6000000000002, 'avg_reward': np.float64(392.09399999999994), 'epsilon': np.float64(0.32629171710248067), 'max_position': 95, 'steps': 501}
{'episode': 240, 'reward': 163.30000000000038, 'avg_reward': np.float64(382.19499999999994), 'epsilon': np.float64(0.3247110584559297), 'max_position': 144, 'steps': 501}
{'episode': 241, 'reward': 215.70000000000016, 'avg_reward': np.float64(372.92999999999995), 'epsilon': np.float64(0.32313829910493974), 'max_position': 127, 'steps': 501}
{'episode': 242, 'reward': 163.90000000000023, 'avg_reward': np.float64(362.92699999999996), 'epsilon': np.float64(0.3215733995730114), 'max_position': 150, 'steps': 501}
{'episode': 243, 'reward': 250.39999999999992, 'avg_reward': np.float64(362.968), 'epsilon': np.float64(0.3200163205809276), 'max_position': 70, 'steps': 501}
{'episode': 244, 'reward': 189.6000000000004, 'avg_reward': np.float64(362.941), 'epsilon': np.float64(0.31846702304576824), 'max_position': 132, 'steps': 501}
{'episode': 245, 'reward': 244.8999999999998, 'avg_reward': np.float64(362.819), 'epsilon': np.float64(0.316925468079929), 'max_position': 70, 'steps': 501}
{'episode': 246, 'reward': 139.80000000000032, 'avg_reward': np.float64(352.36400000000003), 'epsilon': np.float64(0.3153916169901451), 'max_position': 130, 'steps': 501}
{'episode': 247, 'reward': 253.9999999999998, 'avg_reward': np.float64(352.48), 'epsilon': np.float64(0.31386543127652033), 'max_position': 71, 'steps': 501}
{'episode': 248, 'reward': 244.19999999999987, 'avg_reward': np.float64(353.189), 'epsilon': np.float64(0.3123468726315604), 'max_position': 70, 'steps': 501}
{'episode': 249, 'reward': 143.30000000000035, 'avg_reward': np.float64(352.25100000000003), 'epsilon': np.float64(0.31083590293921176), 'max_position': 86, 'steps': 501}
{'episode': 250, 'reward': 208.20000000000022, 'avg_reward': np.float64(351.81300000000005), 'epsilon': np.float64(0.30933248427390486), 'max_position': 141, 'steps': 501}
{'episode': 251, 'reward': 162.6000000000002, 'avg_reward': np.float64(351.027), 'epsilon': np.float64(0.3078365788996018), 'max_position': 70, 'steps': 501}
{'episode': 252, 'reward': 175.60000000000034, 'avg_reward': np.float64(350.36699999999996), 'epsilon': np.float64(0.30634814926884957), 'max_position': 102, 'steps': 501}
{'episode': 253, 'reward': 174.00000000000048, 'avg_reward': np.float64(349.722), 'epsilon': np.float64(0.3048671580218375), 'max_position': 141, 'steps': 501}
{'episode': 254, 'reward': 238.39999999999978, 'avg_reward': np.float64(340.525), 'epsilon': np.float64(0.30339356798545936), 'max_position': 70, 'steps': 501}
{'episode': 255, 'reward': 240.09999999999997, 'avg_reward': np.float64(340.422), 'epsilon': np.float64(0.30192734217238054), 'max_position': 70, 'steps': 501}
{'episode': 256, 'reward': 154.0000000000003, 'avg_reward': np.float64(339.505), 'epsilon': np.float64(0.30046844378010956), 'max_position': 90, 'steps': 501}
{'episode': 257, 'reward': 218.6000000000005, 'avg_reward': np.float64(330.2010000000001), 'epsilon': np.float64(0.2990168361900743), 'max_position': 185, 'steps': 501}
{'episode': 258, 'reward': 169.3000000000001, 'avg_reward': np.float64(320.43800000000005), 'epsilon': np.float64(0.29757248296670286), 'max_position': 46, 'steps': 501}
{'episode': 259, 'reward': 193.60000000000005, 'avg_reward': np.float64(310.84700000000004), 'epsilon': np.float64(0.296135347856509), 'max_position': 46, 'steps': 501}
{'episode': 260, 'reward': 220.40000000000038, 'avg_reward': np.float64(310.59100000000007), 'epsilon': np.float64(0.2947053947871824), 'max_position': 139, 'steps': 501}
{'episode': 261, 'reward': 158.6000000000007, 'avg_reward': np.float64(300.72400000000005), 'epsilon': np.float64(0.2932825878666829), 'max_position': 70, 'steps': 501}
{'episode': 262, 'reward': 258.4999999999999, 'avg_reward': np.float64(302.73600000000005), 'epsilon': np.float64(0.2918668913823398), 'max_position': 88, 'steps': 501}
{'episode': 263, 'reward': 222.10000000000005, 'avg_reward': np.float64(302.5130000000001), 'epsilon': np.float64(0.2904582697999555), 'max_position': 70, 'steps': 501}
{'episode': 264, 'reward': 219.10000000000005, 'avg_reward': np.float64(302.281), 'epsilon': np.float64(0.28905668776291343), 'max_position': 160, 'steps': 501}
{'episode': 265, 'reward': 205.70000000000013, 'avg_reward': np.float64(292.648), 'epsilon': np.float64(0.28766211009129056), 'max_position': 178, 'steps': 501}
{'episode': 266, 'reward': 172.30000000000044, 'avg_reward': np.float64(291.86600000000004), 'epsilon': np.float64(0.28627450178097497), 'max_position': 135, 'steps': 501}
{'episode': 267, 'reward': 198.59999999999997, 'avg_reward': np.float64(291.36), 'epsilon': np.float64(0.2848938280027863), 'max_position': 152, 'steps': 501}
{'episode': 268, 'reward': 238.9000000000001, 'avg_reward': np.float64(291.30000000000007), 'epsilon': np.float64(0.28352005410160214), 'max_position': 88, 'steps': 501}
{'episode': 269, 'reward': 249.3999999999998, 'avg_reward': np.float64(291.34100000000007), 'epsilon': np.float64(0.28215314559548804), 'max_position': 70, 'steps': 501}
{'episode': 270, 'reward': 173.30000000000032, 'avg_reward': np.float64(290.6460000000001), 'epsilon': np.float64(0.2807930681748322), 'max_position': 134, 'steps': 501}
{'episode': 271, 'reward': 195.40000000000046, 'avg_reward': np.float64(280.91800000000006), 'epsilon': np.float64(0.27943978770148376), 'max_position': 178, 'steps': 501}
{'episode': 272, 'reward': 191.89999999999998, 'avg_reward': np.float64(271.37900000000013), 'epsilon': np.float64(0.27809327020789654), 'max_position': 71, 'steps': 501}
{'episode': 273, 'reward': 250.7, 'avg_reward': np.float64(272.6480000000001), 'epsilon': np.float64(0.27675348189627613), 'max_position': 70, 'steps': 501}
{'episode': 274, 'reward': 227.1999999999999, 'avg_reward': np.float64(272.5380000000001), 'epsilon': np.float64(0.2754203891377316), 'max_position': 70, 'steps': 501}
{'episode': 275, 'reward': 93.30000000000021, 'avg_reward': np.float64(270.9600000000001), 'epsilon': np.float64(0.2740939584714313), 'max_position': 76, 'steps': 501}
{'episode': 276, 'reward': 217.10000000000042, 'avg_reward': np.float64(261.4200000000001), 'epsilon': np.float64(0.2727741566037633), 'max_position': 161, 'steps': 501}
{'episode': 277, 'reward': 218.29999999999984, 'avg_reward': np.float64(251.36000000000007), 'epsilon': np.float64(0.2714609504074995), 'max_position': 71, 'steps': 501}
{'episode': 278, 'reward': 202.70000000000044, 'avg_reward': np.float64(250.76000000000008), 'epsilon': np.float64(0.27015430692096415), 'max_position': 154, 'steps': 501}
{'episode': 279, 'reward': 196.20000000000041, 'avg_reward': np.float64(240.2390000000001), 'epsilon': np.float64(0.2688541933472063), 'max_position': 137, 'steps': 501}
{'episode': 280, 'reward': 116.00000000000037, 'avg_reward': np.float64(229.25300000000007), 'epsilon': np.float64(0.2675605770531771), 'max_position': 92, 'steps': 501}
{'episode': 281, 'reward': 200.10000000000028, 'avg_reward': np.float64(228.81000000000006), 'epsilon': np.float64(0.2662734255689102), 'max_position': 88, 'steps': 501}
{'episode': 282, 'reward': 235.5000000000004, 'avg_reward': np.float64(219.52900000000005), 'epsilon': np.float64(0.2649927065867071), 'max_position': 154, 'steps': 501}
{'episode': 283, 'reward': 181.50000000000003, 'avg_reward': np.float64(218.89800000000002), 'epsilon': np.float64(0.26371838796032615), 'max_position': 70, 'steps': 501}
{'episode': 284, 'reward': 185.80000000000013, 'avg_reward': np.float64(218.66000000000003), 'epsilon': np.float64(0.26245043770417525), 'max_position': 70, 'steps': 501}
{'episode': 285, 'reward': 245.49999999999997, 'avg_reward': np.float64(209.53900000000004), 'epsilon': np.float64(0.2611888239925098), 'max_position': 70, 'steps': 501}
{'episode': 286, 'reward': 243.59999999999997, 'avg_reward': np.float64(209.8520000000001), 'epsilon': np.float64(0.2599335151586332), 'max_position': 70, 'steps': 501}
{'episode': 287, 'reward': 231.29999999999998, 'avg_reward': np.float64(209.91800000000003), 'epsilon': np.float64(0.25868447969410224), 'max_position': 70, 'steps': 501}
{'episode': 288, 'reward': 106.60000000000002, 'avg_reward': np.float64(208.36000000000004), 'epsilon': np.float64(0.25744168624793634), 'max_position': 70, 'steps': 501}
{'episode': 289, 'reward': 231.69999999999987, 'avg_reward': np.float64(208.31500000000008), 'epsilon': np.float64(0.25620510362583043), 'max_position': 70, 'steps': 501}
{'episode': 290, 'reward': 239.69999999999987, 'avg_reward': np.float64(208.90400000000008), 'epsilon': np.float64(0.2549747007893722), 'max_position': 70, 'steps': 501}
{'episode': 291, 'reward': 242.49999999999991, 'avg_reward': np.float64(210.7290000000001), 'epsilon': np.float64(0.25375044685526266), 'max_position': 70, 'steps': 501}
{'episode': 292, 'reward': 253.79999999999984, 'avg_reward': np.float64(211.3780000000001), 'epsilon': np.float64(0.2525323110945414), 'max_position': 70, 'steps': 501}
{'episode': 293, 'reward': 181.70000000000056, 'avg_reward': np.float64(210.74500000000012), 'epsilon': np.float64(0.25132026293181514), 'max_position': 146, 'steps': 501}
{'episode': 294, 'reward': 232.29999999999984, 'avg_reward': np.float64(210.6650000000001), 'epsilon': np.float64(0.25011427194449015), 'max_position': 72, 'steps': 501}
{'episode': 295, 'reward': 247.59999999999985, 'avg_reward': np.float64(210.68100000000007), 'epsilon': np.float64(0.24891430786200872), 'max_position': 70, 'steps': 501}
{'episode': 296, 'reward': 194.90000000000043, 'avg_reward': np.float64(210.27000000000007), 'epsilon': np.float64(0.24772034056508938), 'max_position': 137, 'steps': 501}
{'episode': 297, 'reward': 150.0000000000005, 'avg_reward': np.float64(211.2460000000001), 'epsilon': np.float64(0.24653234008497082), 'max_position': 65, 'steps': 501}
{'episode': 298, 'reward': 132.00000000000003, 'avg_reward': np.float64(210.1410000000001), 'epsilon': np.float64(0.24535027660265987), 'max_position': 26, 'steps': 501}
{'episode': 299, 'reward': 112.90000000000043, 'avg_reward': np.float64(209.03400000000008), 'epsilon': np.float64(0.2441741204481829), 'max_position': 67, 'steps': 501}
{'episode': 300, 'reward': 89.70000000000047, 'avg_reward': np.float64(207.3970000000001), 'epsilon': np.float64(0.24300384209984105), 'max_position': 86, 'steps': 501}
{'episode': 301, 'reward': 126.5000000000007, 'avg_reward': np.float64(206.25400000000013), 'epsilon': np.float64(0.24183941218346933), 'max_position': 63, 'steps': 501}
{'episode': 302, 'reward': 119.40000000000066, 'avg_reward': np.float64(195.47400000000013), 'epsilon': np.float64(0.24068080147169915), 'max_position': 89, 'steps': 501}
{'episode': 303, 'reward': 124.80000000000044, 'avg_reward': np.float64(195.5240000000001), 'epsilon': np.float64(0.23952798088322502), 'max_position': 67, 'steps': 501}
{'episode': 304, 'reward': 134.2000000000002, 'avg_reward': np.float64(194.36100000000013), 'epsilon': np.float64(0.23838092148207446), 'max_position': 86, 'steps': 501}
{'episode': 305, 'reward': 141.10000000000005, 'avg_reward': np.float64(193.34000000000012), 'epsilon': np.float64(0.23723959447688142), 'max_position': 87, 'steps': 501}
{'episode': 306, 'reward': 253.00000000000006, 'avg_reward': np.float64(193.53200000000012), 'epsilon': np.float64(0.23610397122016413), 'max_position': 88, 'steps': 501}
{'episode': 307, 'reward': 210.00000000000009, 'avg_reward': np.float64(193.24900000000014), 'epsilon': np.float64(0.2349740232076056), 'max_position': 88, 'steps': 501}
{'episode': 308, 'reward': 251.80000000000004, 'avg_reward': np.float64(193.3530000000001), 'epsilon': np.float64(0.23384972207733837), 'max_position': 88, 'steps': 501}
{'episode': 309, 'reward': 232.80000000000013, 'avg_reward': np.float64(193.37200000000013), 'epsilon': np.float64(0.23273103960923266), 'max_position': 154, 'steps': 501}
{'episode': 310, 'reward': 142.90000000000032, 'avg_reward': np.float64(192.33400000000017), 'epsilon': np.float64(0.23161794772418795), 'max_position': 72, 'steps': 501}
{'episode': 311, 'reward': 194.90000000000006, 'avg_reward': np.float64(191.85400000000016), 'epsilon': np.float64(0.23051041848342813), 'max_position': 90, 'steps': 501}
{'episode': 312, 'reward': 210.50000000000068, 'avg_reward': np.float64(191.57400000000015), 'epsilon': np.float64(0.22940842408780038), 'max_position': 178, 'steps': 501}
{'episode': 313, 'reward': 241.70000000000024, 'avg_reward': np.float64(191.4220000000002), 'epsilon': np.float64(0.2283119368770773), 'max_position': 154, 'steps': 501}
{'episode': 314, 'reward': 180.80000000000052, 'avg_reward': np.float64(190.77800000000016), 'epsilon': np.float64(0.22722092932926263), 'max_position': 178, 'steps': 501}
{'episode': 315, 'reward': 257.1999999999997, 'avg_reward': np.float64(192.00000000000014), 'epsilon': np.float64(0.22613537405990064), 'max_position': 88, 'steps': 501}
{'episode': 316, 'reward': 266.09999999999997, 'avg_reward': np.float64(192.28900000000016), 'epsilon': np.float64(0.2250552438213885), 'max_position': 154, 'steps': 501}
{'episode': 317, 'reward': 238.30000000000004, 'avg_reward': np.float64(192.84700000000015), 'epsilon': np.float64(0.22398051150229248), 'max_position': 70, 'steps': 501}
{'episode': 318, 'reward': 240.89999999999986, 'avg_reward': np.float64(193.2660000000002), 'epsilon': np.float64(0.22291115012666748), 'max_position': 70, 'steps': 501}
{'episode': 319, 'reward': 164.70000000000002, 'avg_reward': np.float64(193.10900000000015), 'epsilon': np.float64(0.2218471328533798), 'max_position': 88, 'steps': 501}
{'episode': 320, 'reward': 235.99999999999983, 'avg_reward': np.float64(194.0120000000002), 'epsilon': np.float64(0.22078843297543377), 'max_position': 70, 'steps': 501}
{'episode': 321, 'reward': 242.79999999999984, 'avg_reward': np.float64(194.46100000000015), 'epsilon': np.float64(0.21973502391930094), 'max_position': 70, 'steps': 501}
{'episode': 322, 'reward': 245.89999999999986, 'avg_reward': np.float64(194.9090000000002), 'epsilon': np.float64(0.21868687924425334), 'max_position': 70, 'steps': 501}
{'episode': 323, 'reward': 243.20000000000024, 'avg_reward': np.float64(194.84500000000014), 'epsilon': np.float64(0.2176439726416998), 'max_position': 71, 'steps': 501}
{'episode': 324, 'reward': 245.10000000000016, 'avg_reward': np.float64(194.89300000000017), 'epsilon': np.float64(0.21660627793452553), 'max_position': 70, 'steps': 501}
{'episode': 325, 'reward': 246.5, 'avg_reward': np.float64(195.17500000000015), 'epsilon': np.float64(0.21557376907643508), 'max_position': 70, 'steps': 501}
{'episode': 326, 'reward': 242.09999999999997, 'avg_reward': np.float64(195.10800000000015), 'epsilon': np.float64(0.2145464201512988), 'max_position': 71, 'steps': 501}
{'episode': 327, 'reward': 124.10000000000056, 'avg_reward': np.float64(194.53400000000013), 'epsilon': np.float64(0.21352420537250189), 'max_position': 88, 'steps': 501}
{'episode': 328, 'reward': 232.19999999999982, 'avg_reward': np.float64(194.5870000000002), 'epsilon': np.float64(0.21250709908229753), 'max_position': 70, 'steps': 501}
{'episode': 329, 'reward': 228.80000000000035, 'avg_reward': np.float64(195.87900000000013), 'epsilon': np.float64(0.21149507575116275), 'max_position': 182, 'steps': 501}
{'episode': 330, 'reward': 175.20000000000056, 'avg_reward': np.float64(196.68900000000016), 'epsilon': np.float64(0.2104881099771575), 'max_position': 180, 'steps': 501}
{'episode': 331, 'reward': 243.40000000000003, 'avg_reward': np.float64(197.75200000000015), 'epsilon': np.float64(0.20948617648528747), 'max_position': 70, 'steps': 501}
{'episode': 332, 'reward': 90.40000000000033, 'avg_reward': np.float64(197.2180000000002), 'epsilon': np.float64(0.20848925012686909), 'max_position': 63, 'steps': 501}
{'episode': 333, 'reward': 95.10000000000045, 'avg_reward': np.float64(196.5930000000002), 'epsilon': np.float64(0.20749730587889878), 'max_position': 63, 'steps': 501}
{'episode': 334, 'reward': 63.10000000000009, 'avg_reward': np.float64(195.6280000000002), 'epsilon': np.float64(0.20651031884342458), 'max_position': 64, 'steps': 501}
{'episode': 335, 'reward': 145.20000000000044, 'avg_reward': np.float64(195.91100000000017), 'epsilon': np.float64(0.20552826424692144), 'max_position': 88, 'steps': 501}
{'episode': 336, 'reward': 145.6000000000005, 'avg_reward': np.float64(195.68700000000018), 'epsilon': np.float64(0.20455111743966922), 'max_position': 87, 'steps': 501}
{'episode': 337, 'reward': 252.39999999999975, 'avg_reward': np.float64(196.84900000000016), 'epsilon': np.float64(0.20357885389513403), 'max_position': 70, 'steps': 501}
{'episode': 338, 'reward': 237.10000000000005, 'avg_reward': np.float64(197.20300000000017), 'epsilon': np.float64(0.20261144920935265), 'max_position': 72, 'steps': 501}
{'episode': 339, 'reward': 201.0000000000002, 'avg_reward': np.float64(197.74700000000016), 'epsilon': np.float64(0.20164887910031992), 'max_position': 70, 'steps': 501}
{'episode': 340, 'reward': 209.19999999999993, 'avg_reward': np.float64(198.20600000000016), 'epsilon': np.float64(0.20069111940737933), 'max_position': 70, 'steps': 501}
{'episode': 341, 'reward': 242.90000000000018, 'avg_reward': np.float64(198.47800000000015), 'epsilon': np.float64(0.19973814609061644), 'max_position': 88, 'steps': 501}
{'episode': 342, 'reward': 257.80000000000007, 'avg_reward': np.float64(199.4170000000002), 'epsilon': np.float64(0.1987899352302558), 'max_position': 88, 'steps': 501}
